PAGEBY1,PAGEBY2,ACCTTREE LEVEL02,ACCTTREE L02,ACCTTREE LEVEL03,ACCTTREE LEVEL04,ACCTTREE LEVEL05,ACCTTREE LEVEL06,ACCT,MTREF,MTREF VALUE,MTREF VALUE DESC,ACCT CODE,DESC,DESC,BUDGET,ACTUALS,ENCUMB,BAE CODE,SPDTYPE CODE,SPDTYPE DESC,FND,ORG,PGM,BU PC,PROJ,ACT,SUB,EPC,EXP PURPOSE DESC,POSN,JB CODE,JB DESC,REF,PO,INV ID,INV DATE,PAYCHECK NUM,VNDR,SRC,LN#,JRNL ID,JRNL DATE,FY,PD,POSTED DATE,PET OPER ID,PET DATE,PET SEQ NUM
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MSH-6 - MID-SIDE MICROPHONE CAPSULE FOR ZOOM H5 AND H6 FIELD RECORDERS ZOZMSH6,,,59.99,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2372893,1001358686,173373447,6/16/2020 0:00, ,B&H PHOTO-001,AP,2696,AP01566329,6/17/2020 0:00,2020,12,6/17/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,GO MIC USB MICROPHONE FOR MAC AND PC COMPUTERS SILVER  SAGMS,,,,-752.2,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,1,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,SGH-6 SHOTGUN MICROPHONE CAPSULE FOR H5 AND H6 RECORDERS ZOSGH6,,,,-779.92,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,2,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,ATH-M20X MONITOR HEADPHONES BLACK  AUATHM20X,,,,-185.45,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,3,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,GPP359 STEREO PHONE TO 2 STEREO PHONE ADAPTER HOASPM2SPF,,,,-11.12,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,4,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MICROPHONE MOUNT RIM DRUM SHA50D,,,,-10.75,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,5,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,ATR2100X-USB CARDIOID DYNAMIC USB XLR MICROPHONE AUATR2100XUS,,,,-594,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,6,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,XYH-6 - X Y MICROPHONE CAPSULE FOR ZOOM H5 AND H6 FIELD RECORDERS ZOZXYH6,,,,-239.96,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,7,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MSH-6 - MID-SIDE MICROPHONE CAPSULE FOR ZOOM H5 AND H6 FIELD RECORDERS ZOZMSH6,,,,-239.96,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,8,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,NTG2 SHOTGUN MICROPHONE RONTG2,,,,-2219.25,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,9,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,H6 6-INPUT 6-TRACK PORTABLE HANDY RECORDER WITH INTERCHANGEABLE MIC CAPSULES ZOH6,,,,-2240.48,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,10,TRAN 0016244806,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,GO MIC USB MICROPHONE FOR MAC AND PC COMPUTERS SILVER  SAGMS,,,752.2,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2896,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,SGH-6 SHOTGUN MICROPHONE CAPSULE FOR H5 AND H6 RECORDERS ZOSGH6,,,779.92,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2897,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,ATH-M20X MONITOR HEADPHONES BLACK  AUATHM20X,,,185.45,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2898,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,GPP359 STEREO PHONE TO 2 STEREO PHONE ADAPTER HOASPM2SPF,,,11.12,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2899,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MICROPHONE MOUNT RIM DRUM SHA50D,,,10.75,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2900,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,ATR2100X-USB CARDIOID DYNAMIC USB XLR MICROPHONE AUATR2100XUS,,,594,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2901,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,XYH-6 - X Y MICROPHONE CAPSULE FOR ZOOM H5 AND H6 FIELD RECORDERS ZOZXYH6,,,239.96,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2902,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MSH-6 - MID-SIDE MICROPHONE CAPSULE FOR ZOOM H5 AND H6 FIELD RECORDERS ZOZMSH6,,,239.96,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2903,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,NTG2 SHOTGUN MICROPHONE RONTG2,,,2219.25,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2904,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,H6 6-INPUT 6-TRACK PORTABLE HANDY RECORDER WITH INTERCHANGEABLE MIC CAPSULES ZOH6,,,2240.48,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,S2373563,1001358686,173430424,6/17/2020 0:00, ,B&H PHOTO-001,AP,2905,AP01566701,6/18/2020 0:00,2020,12,6/18/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MUCCI JULY 2020 PCARD,,,4896.05,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,341753, , ,, , ,SC3,5777,ACCESP,6/30/2020 0:00,2020,996,7/8/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,GPP359 STEREO PHONE TO 2 STEREO PHONE ADAPTER HOASPM2SPF,,,,11.12,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,5,TRAN 0016325618,6/30/2020 0:00,2021,1,6/30/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MICROPHONE MOUNT RIM DRUM SHA50D,,,,21.5,EN_PO,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1001358686,1001358686, ,, ,B&H PHOTO-001,PO,7,TRAN 0016325618,6/30/2020 0:00,2021,1,6/30/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,MUCCI JULY 2020 PCARD,,,-4896.05,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,341753, , ,, , ,SC3,5777,ACCESP,7/1/2020 0:00,2021,1,7/8/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,KVCU STU RADIO AUDIO EQUIPMENT,r:SQUYRES PCARD JUNE18 e:EQUIPMENT < $5000 (537600) v:AMAZON MKTPLACE PMTS WWW.,,1091.51,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,177259, , ,, , ,ESP,37,ESP0896141,6/25/2018 0:00,2018,12,6/25/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,KVCU RADIO MICROPHONE,r:SQUYRES OCT18 PCARD e:EQUIPMENT < $5000 (537600) v:AMAZON.COM*MT8YC0J02,,55.98,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,177259, , ,, , ,ESP,5,ESP0932416,10/19/2018 0:00,2019,4,10/19/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,KVCU RADIO MICROPHONES SPEAKER,r:SQUYRES OCT18 PCARD e:EQUIPMENT < $5000 (537600) v:AMZN MKTP US*MT81W5J82,,316.32,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,177259, , ,, , ,ESP,7,ESP0932416,10/19/2018 0:00,2019,4,10/19/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,PORTABLE PA SYSTEM,r:SWOPE PCARD NOV18 e:EQUIPMENT < $5000 (537600) v:SWEETWATER SOUND,,899.99,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,246087, , ,, , ,ESP,15,ESP0953570,11/27/2018 0:00,2019,5,11/27/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,KVCU EQUIPMENT,r:MUCCI JULY 2020 PCARD e:EQUIPMENT < $5000 (537600) v:AMZN MKTP US*MS9WS2TO2,,452.17,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,341753, , ,, , ,ESP,7,ESP1168711,8/5/2020 0:00,2021,2,8/5/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,KVCU EQUIPMENT,r:MUCCI JULY 2020 PCARD e:EQUIPMENT < $5000 (537600) v:AMZN MKTP US*MS8GI0TU1,,4319.88,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,341753, , ,, , ,ESP,7,ESP1168711,8/5/2020 0:00,2021,2,8/5/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537600 -- EQUIPMENT < $5000, , , ,537600,KVCU EQUIPMENT,r:MUCCI JULY 2020 PCARD e:EQUIPMENT < $5000 (537600) v:AMZN MKTP US*MS5YZ4L72,,124,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,341753, , ,, , ,ESP,7,ESP1168711,8/5/2020 0:00,2021,2,8/5/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537603 -- FURNITURE < $5000, , , ,537603,FY21 INITIAL BUDGET,,1280,,,B_INI_TEMP,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , , , , ,, , ,B12,747,INIBUD21E,7/1/2020 0:00,2021,1,7/20/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),537500 - 539999 -- EQUIPMENT - NON-CAPITAL,537603 -- FURNITURE < $5000, , , ,537603,KVCU STUDENT RADIO STATION FUR,r:SQUYRES PCARD SEPT17 e:FURNITURE < $5000 (537603) v:TARGET.COM *,,399.98,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,177259, , ,, , ,ESP,1,ESP0796618,9/21/2017 0:00,2018,3,9/21/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,550100 -- OFFICIAL FUNCTIONS, , , ,550100,PIZZA FOR RADIO PROM,e:OFFICIAL FUNCTION (UP TO 10 ATTENDEES) (550100) v:BLACKJACK PIZZA,,140.55,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,3535579, ,CUES1021812,4/25/2019 0:00, ,BROWSH J-001,ESE,378,APES466986,4/29/2019 0:00,2019,10,4/29/2019 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,550100 -- OFFICIAL FUNCTIONS, , , ,550100,BROWSH HOLIDAY REIMBURSEMENT,e:LARGE OFFICIAL FUNCTION (MORE THAN 10 ATTENDEES) (550100) v:BLACKJACK PIZZA & SALADS,,146,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,3604726, ,CUES1131652,2/5/2020 0:00, ,BROWSH J-001,ESE,507,APES538984,2/17/2020 0:00,2020,8,2/17/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,550300 -- STUDENT FUNCTIONS, , , ,550300,FY21 INITIAL BUDGET,,2000,,,B_INI_TEMP,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , , , , ,, , ,B12,748,INIBUD21E,7/1/2020 0:00,2021,1,7/20/2020 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,550300 -- STUDENT FUNCTIONS, , , ,550300,KVCU OPEN HOUSE,r:SWOPE PCARD SEPT17 e:STUDENT FUNCTIONS (550300) v:PAPA JOHNS,,47,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,246087, , ,, , ,ESP,5,ESP0796640,11/16/2017 0:00,2018,5,11/16/2017 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,552499 -- ID OFFICIAL FUNCTIONS, , , ,552499,U59 PIZZA RADIO PROM 4/27/18,,,201.2,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,42718, , ,, , ,BE5,21,1374108,4/30/2018 0:00,2018,10,4/30/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,552499 -- ID OFFICIAL FUNCTIONS, , , ,552499,U15 SUBWAYCOOKIESFORVOLUNTEERS,,,18.99,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1190-1, , ,, , ,BE5,1,1424966,10/31/2018 0:00,2019,4,11/2/2018 0:00, ,, 
 , ,200000 - 999999 -- INCOME STATEMENT,INCOME STATEMENT,400000 - 989999 -- EXPENDITURES,450000 - 699999 -- OPERATING EXPENSES,460000 - 699999 -- OPER EXPENSES (EXCLUDING COGS),550000 - 552499 -- OFFICIAL FUNCTIONS,552499 -- ID OFFICIAL FUNCTIONS, , , ,552499,U25 SUBWAYCOOKIES-MEETING 12/5,,,11.98,,ACTUALS,12010513,KVCU,20,10459,16079, , , , ,1500,STUDENT SERVICES, , , ,1190-1, , ,, , ,BE5,3,1436758,12/27/2018 0:00,2019,6,12/27/2018 0:00, ,, 
